id,payor,payee,amount
62780,Amos Wohlenhaus,Jeffrey Lewis,3.8
62781,Jimmy Corcoran,Rita Thornton,26.987000000000002
62782,Linda Wolfe,David Solberg,11.4
62783,Keneth Banks,William Ebinger,0.0
62784,David Jackson,Elizabeth Mcguffee,126.7
62785,Marcus Nolan,Lucy Bromley,29.4
62786,Carlos Harting,Curtis Garrison,0.2
62787,David Brochu,Devon Laster,2.2
62788,Anna Austin,Daniel Nimox,449.9
62789,Marshall Canpos,Edythe Wong,923.3
62790,Charles Rousseau,Joan Joyce,1.2
62791,Edward Schaffer,Anthony Story,8.3
62792,William Lovelace,Rodrick Moore,49.0
62793,Roger Thomas,Joan Bailey,5.1
62794,Derek Herrera,Donald Ott,7.4
62795,Dale Stradley,Helen Terhune,7.9
62796,Edythe Wong,Terri Hernandez,22.0
62797,Jose Deem,Darrel Whitmer,11.333
62798,David Yang,Gloria Larson,4.8
62799,Gary Rosales,George Grant,324.5
62800,Barbara Juneau,Dustin Winn,0.8
62801,Lara Ziego,Diane Fisher,13.071000000000002
62802,Amanda Levings,Carla Basham,3.8
62803,Pauline Winstead,Rodrigo Jones,0.2
62804,Kendall Hall,Matthew Bacon,4.0
62805,Dave Burke,Alan Enos,8.7
62806,Aldo Boggs,Ralph Ellis,4.1
62807,Rafael Camargo,Josefina Lucas,1.4
62808,Gerardo Heenan,Jeremiah Kopacz,10.142
62809,Curtis Garrison,Morgan Rowland,1.7
62810,Michelle Allen,Mary Wilson,0.6
62811,Seema Jensen,Kimberly Pino,2.8
62812,Paula Lagarde,Marvin Reitmeier,0.7
62813,Carl Anderson,Tim Zorn,959.9
62814,William Szymanski,Patricia Huang,2.6
62815,Mary Luvene,Morgan Rowland,7.2
62816,Richard Fontaine,Dave Burke,27.3
62817,Amanda Haynes,Margaret Massey,86.0
62818,Joseph Green,Jerome Whyms,0.1
62819,Michael Ashley,Eric Sake,3.3
62820,Michael Elkin,Mary Garcia,50.8
62821,Anna Hall,Mary Thompson,0.6
62822,Dalia Whitaker,Freeman Ahmed,2.3
62823,David Kelley,William Ebinger,8.7
62824,Michael Jones,Ann Donaldson,17.9
62825,Jose Deem,Matthew Bacon,10.1
62826,Jean Williams,Avis Craft,0.1
62827,Ruth Quezada,Jane Liriano,0.8
62828,James March,Mario Haman,5.2
62829,Belinda Jones,Robert Long,14.9
62830,Sherri Derby,Donna Sommer,131.2
62831,Victor Ouellette,Sandra Mcneil,3.8
62832,Aaron Young,Raymond Walker,19.2
62833,Douglas Robinson,Ann Donaldson,128.2
62834,Tara Hudson,Angie Rivera,970.5
62835,Fredrick Escobar,Lonnie Conley,5.2
62836,Julio Vanscooter,Guy Trinh,0.7
62837,Jose Pao,Ina Scoby,0.2
62838,Timothy Yarbrough,Antonio Harness,39.4
62839,Milton Carrillo,Johnny Atwood,0.5
62840,Sandra Wagaman,Jean Williams,21.8
62841,James Becker,Mike Ferguson,3.4
62842,Eula Blasko,Terry Lizarraga,4.1
62843,Donna Sommer,Virginia Moss,7.2
62844,Beatrice Carey,James Jarrett,1.9
62845,Darnell Brown,Jennifer Martin,83.40299999999999
62846,Jeffrey Parrish,Wyatt Wedel,9.8
62847,Angelica Patterson,Lisa Weaver,0.5
62848,Samantha Ball,Donald Ott,0.9
62849,Elaine Taylor,George Mirabella,2.4
62850,Randall Lopez,James Green,530.4
62851,James Simms,Marvin Reitmeier,0.1
62852,Jo Patterson,Reginald Eatmon,232.9
62853,Maurice Hendrie,Alexander Gibson,3.1
62854,Mary Leon,Amos Wohlenhaus,2.9
62855,Audrey Hall,Patricia Long,9.6
62856,John Fahey,Lee Morse,704.1
62857,Ann Howell,Chas Ochs,24.7
62858,Joan Joyce,Adam Samaroo,6.9
62859,Jesse Leonard,Amy Brown,1.1
62860,Dolly Rainey,Dionna Gough,4.2
62861,Marion Duncan,Francis Lilly,0.3
62862,Naomi Felder,George Grant,56.1
62863,Edward Johnson,Angie Rivera,40.7
62864,Clarence Albrecht,Donna Rhodes,1.5
62865,Carol Spachtholz,Roger Boehle,4.2
62866,Celeste Lowman,Carlos Harting,1.7
62867,John Thomas,Linda Wolfe,8.7
62868,John Marquez,Jamie Reinwald,20.209
62869,Nia Green,Tim Rodriguez,1.4
62870,Darren Feliciano,Luciana Vicars,2.3
62871,Alisa Harbach,Teresa Erdmann,9.0
62872,Janine Condon,Marina Burger,9.4
62873,Amber Buchanan,Helen Castrejon,5.1
62874,Jeffrey Mosley,Kimberly Pino,42.8
62875,Joseph Flint,Alex Ponce,5.2
62876,Julia Roberts,Vickie Johnson,19.602
62877,Virginia Earvin,Betty Tawwater,6.0
62878,Alisa Harbach,Claudia Gratz,290.8
62879,Ruth Quezada,Keith Jones,17.931
62880,Michael Edwards,Michele Cannon,6.9
62881,Rachel Mula,Wanda Jones,3.6
62882,Robert Desouza,Evelyn Vargas,30.161
62883,Milagros Burroughs,Tanya Duffy,0.2
62884,Beth Forbes,Robert Grissom,586.4
62885,Janice Dumlao,Barry Nagase,7.5
62886,Brenda Houck,Jo Patterson,3.6
62887,Paula Cook,Scott Patterson,1.0
62888,Gracie Johnson,Candace Moreland,0.6
62889,Jeffrey Lewis,Billy Bozell,164.5
62890,Oscar Sheets,Andrea Hernandez,2.9
62891,Sean Desano,Henry Noah,3.7
62892,Cristobal Harris,Anna Gaub,2.0
62893,Lewis Cox,Sarah Clark,3.7
62894,Marina Burger,James Poindexter,115.1
62895,Christopher Skidmore,Nicole Chisum,0.1
62896,Louise Davis,Derek Eaton,72.7
62897,Sarah Mendoza,Jose Janelle,0.2
62898,Marie Brown,Susana Abney,501.8
62899,Shawn Harper,Maria Mitchell,4.6
62900,Sarah Miller,Ron Mckinney,96.917
62901,Loretta Bond,Mary Huro,172.7
62902,Christopher Gilliam,Inez Pam,14.104
62903,David Martinez,Jo Patterson,6.8
62904,Linda Backey,Susan Lehnortt,1.5
62905,Daniel Sanders,Harold Levan,11.459999999999999
62906,Kenneth Wiles,Don Reed,11.6
62907,Rebecca Trogdon,Jimmy Winfrey,0.5
62908,Troy Cervantes,Rebecca Heminger,6.2
62909,Laura Olson,Charles Robinson,59.278999999999996
62910,Donald Darley,Carlos Fields,8.1
62911,Robin Shelton,Sarah Sanchez,0.2
62912,James Poindexter,Daniel Yannone,193.0
62913,Richard Boudreau,Sara Menendez,6.5
62914,Wilbert Cook,Laura Cochran,1.9
62915,Octavia Suarez,Kent Vincent,4.2
62916,Jo Patterson,Evelyn Vargas,54.047000000000004
62917,Paula Cook,Kent Vincent,0.5
62918,Tim Zorn,Jerome Whyms,2.5
62919,William Duarte,David Ryan,0.4
62920,Sam Bryant,Melanie Ellison,153.0
62921,Allan Strain,Billy Tyler,0.2
62922,Dionna Gough,Kevin Nixon,537.6
62923,Donna Stallings,Kathryn Warren,0.5
62924,Lucy Jeffcoat,Quintin Fields,0.1
62925,Patricia Seals,Constance Wells,0.3
62926,Catherine Thomas,Justin Hamilton,8.8
62927,Thomas Marlatt,Mark Williams,1.0
62928,Mable Gooch,Billy Bozell,4.1
62929,Oscar Smith,Alvin Lawrence,105.2
62930,Cassandra Fuhrman,David Ryan,4.4
62931,Timothy Peterson,Julius Armes,1.7
62932,Richard Boudreau,Willie Rappa,0.1
62933,William Carnes,Adrian Evans,88.5
62934,Robert Sporle,Jesus Klein,234.3
62935,Blaine Thomas,Priscilla Gibson,1.1
62936,Mable Gooch,Frank Mercedes,0.3
62937,Sally Santiago,Karen Fullwood,8.2
62938,April Broten,Ralph Ellis,8.3
62939,Sarah Boucher,Helen Silmon,19.6
62940,Paul Jones,Jean Goldfarb,1.4
62941,Maxine Perza,Paul Jefferson,341.5
62942,Homer Peters,Mark Bucher,0.3
62943,Sherri Culpepper,David Finder,4.0
62944,Daniel Bivins,Amy Barkley,3.2
62945,Joan Joyce,Jason Goodrich,4.1
62946,Brent Rowan,Patsy Beach,0.9
62947,Scott Patterson,Blake Hawkins,14.3
62948,Wyatt Wedel,Donna Fortin,5.3
62949,Carlos Fields,James March,2.9
62950,Elizabeth Peng,Walter Elkins,8.6
62951,Christian Fannell,James Becker,2.0
62952,Teresa Anderson,James Simms,119.7
62953,Kathryn Warren,Amanda Levings,0.4
62954,Anna Austin,Vickie Johnson,4.0
62955,Victor Ouellette,Jimmy Lopez,3.2
62956,Tanya Duffy,Robert Steier,8.9
62957,Dennis Anderson,Warren Cunningham,2.4
62958,Amanda Haynes,Martha Robles,7.7
62959,Derek Eaton,Allen Lucero,1.4
62960,Jason Mumaw,Susan Walker,8.9
62961,Gayle Baldwin,Carlos Harting,1.8
62962,Patricia Obrien,Patrick Toupin,0.2
62963,Guy Trinh,Dorothy Smith,833.1
62964,Amanda Harr,Joseph Wood,155.6
62965,Diane Pacheco,Tad Olson,6.8
62966,Peggy Dowlin,Steven Hilyer,16.2
62967,Donald Gartin,Anthony Barajas,458.2
62968,Margaret Rossi,Allison Washington,5.1
62969,Julio Vanscooter,Milagros Burroughs,1.4
62970,Kent Vincent,Lyman Leiby,63.903999999999996
62971,Janet Henry,Guy Trinh,266.3
62972,Marian Vasmadjides,Amber Rogers,0.1
62973,Karen Fullwood,Jennie Whittenberg,0.4
62974,Daniel Nimox,Ron Mckinney,3.6
62975,Daniel Mosher,Derrick Tripp,0.3
62976,Tina Muncie,Kenneth Abreu,7.4
62977,Jill Bogar,Teri Homer,0.2
62978,Jimmy Winfrey,Antonio Richardson,2.4
62979,Mary Lampman,Sam Bryant,0.5
62980,Candace Moreland,Anthony Burcham,7.4
62981,Robert Bull,Anthony Dube,0.3
62982,Jose Deem,Jackie Guthrie,1.0
62983,Doris Sampson,Thelma Coryell,1.2
62984,Chas Ochs,Michael Moore,5.3
62985,Robert Goan,Alexander Gibson,5.6
62986,William Ebinger,Mary Lampman,8.3
62987,Maria Martinez,Raymond Walker,11.4
62988,Teresa Milne,Robert Desouza,11.495999999999999
62989,Sharon Cleckler,Candace Lee,68.2
62990,Mario Haman,Lucy Bromley,1.0
62991,William Sim,Sherri Derby,0.1
62992,Beverly Beebe,Steve Ferrante,11.247
62993,Jason Goodrich,Becky Armstrong,18.7
62994,Susan Tupper,Sandra Dillingham,68.5
62995,Tracy Ramirez,Leslie Hess,7.5
62996,Donna Fortin,Marc Pinter,0.1
62997,Stephen Faust,Allen Wyse,4.0
62998,Mark Bucher,Milagros Burroughs,2.2
62999,James Green,Joseph Wood,0.2
63000,Donna Edwards,Jamie Reinwald,5.5
63001,Kimberly Coston,Milton Carrillo,0.6
63002,Chelsea Randolph,Bobby Cole,3.6
63003,Michael Rutledge,Henry Kunz,2.9
63004,Jane Liriano,Mike Peak,0.7
63005,Kathryn Hanlon,Vincent Mooney,9.6
63006,William Sim,Arthur Brown,9.8
63007,Janet Boyd,Raymond Lewis,0.1
63008,Zachary Joyal,James Schwab,6.2
63009,Felipe Lowrance,Alvin Runk,8.2
63010,Peggy Duffy,Ronda Pollitt,200.0
63011,Kenneth Ballance,Derek Herrera,4.9
63012,Rosa Hines,Blake Hawkins,29.8
63013,Vincent Newport,David Weisner,0.3
63014,Debbie Reynolds,Edythe Wong,1.4
63015,Johnathan Clark,Emily Seneca,12.2
63016,Noreen Robinson,Anthony King,11.8
63017,Grace Mendez,Delia Collis,2.4
63018,Chelsea Randolph,Mike Penn,4.3
63019,Emmett Anderson,Dionna Gough,4.1
63020,Richard Hernandez,Jeffrey Lewis,3.3
63021,Jillian Wright,Kirk Davey,5.4
63022,Margaret Massey,Gloria Coburn,0.3
63023,Amos Wohlenhaus,Paul Kirkland,6.8
63024,Derrick Tripp,Sandra Maas,7.8
63025,Theodore Lewin,Robert Sporle,0.4
63026,Albert Lemasters,Allison Washington,0.6
63027,Janet Martin,Rodrick Moore,32.687
63028,Shawn Harper,George Mirabella,40.2
63029,William Grant,William Mcginty,94.5
63030,Rebecca Heminger,Thomas Marlatt,14.9
63031,Elizabeth Morris,Colene Edelman,3.0
63032,Bernice Galvan,April Murry,157.6
63033,Guy Trinh,Reginald Whitrock,16.5
63034,David Eike,Johnny Atwood,4.3
63035,Robert Jarvis,Elaine Jines,2.2
63036,Vincent Witcher,Machelle Mayer,7.6
63037,Elaine Taylor,Jennifer Martin,2.1
63038,Andrea Hernandez,Martha Robles,1.4
63039,Tammy Spiess,Arthur Brown,771.0
63040,Justin Hamilton,Jennifer Estes,0.5
63041,Milagros Burroughs,David Finder,31.4
63042,Jimmy Winfrey,Jana Landers,7.9
63043,Marie Brown,Vickie Johnson,482.6
63044,Sandra Martin,Carol West,15.2
63045,Ida Kimbrough,Debbie Reynolds,1.7
63046,Sharon Greene,Robert Sporle,3.0
63047,Elaine Caple,Willie Webster,6.4
63048,David Ryan,Virginia Moss,1.5
63049,Sarah Miller,Maurice Schoenthal,1.5
63050,Rodrigo Jones,David Finder,0.6
63051,Richelle Willis,Marguerite Roe,9.9
63052,Pamela Quist,Gertrude Rizo,1.9
63053,William Ebinger,Loretta Bond,42.648
63054,Joan Joyce,Michael Navarro,7.8
63055,George Grant,David Goldberger,0.4
63056,David Yang,Jimmy Lopez,35.9
63057,Gilbert Puryear,Mary Glickman,1.8
63058,Daryl Austin,Kitty Cleek,4.7
63059,Susan Perez,Mary James,0.1
63060,Landon Lindsey,Alvin Runk,3.6
63061,Michael Peterson,Maurice Schoenthal,121.7
63062,Naomi Lee,Angela Thomas,2.2
63063,John Herman,Wendy Johns,2.5
63064,David Solberg,Mildred Lo,0.6
63065,Gary Rosales,Michelle Kinch,3.9
63066,Sean Desano,Matthew Bacon,0.8
63067,Vincent Newport,Debra Blank,11.1
63068,Kenneth Abreu,Jill Bogar,119.8
63069,Allen Wyse,Sarah Rodriguez,0.3
63070,Jess Collins,Gracie Johnson,5.3
63071,Barbara Kennedy,Lavina Blankenship,4.6
63072,John Booker,Salvador Galloway,160.4
63073,Annie Ammons,Melinda Scott,21.9
63074,Bennie Diaz,Angela Campbell,9.8
63075,Shaun Gonzalez,David Martinez,0.7
63076,Amber Buchanan,Laura Cochran,441.2
63077,Allen Lucero,Gale Fragoso,8.3
63078,Donald Perkins,Florence Wiles,0.4
63079,Walter Huddleston,Donna Rhodes,3.9
63080,Dale Stradley,Robert Long,4.4
63081,Maria Kirkpatrick,Debra Segura,2.1
63082,Susan Tupper,Patrick Gist,7.5
63083,Gloria Coburn,Laura Olson,2.6
63084,Anthony Burcham,Alicia Maier,3.7
63085,Henry Kunz,Richard Bolling,0.0
63086,Gwen Young,Dale Taylor,4.6
63087,John Booker,Raymond Rios,1.5
63088,Mable Moldenhauer,Bertha Samuelson,675.3
63089,Kevin Blackmon,Jacquelyn Bowers,1.0
63090,Tony Voeks,Alicia Maier,2.4
63091,Carol Edgehill,Vincent Mooney,0.1
63092,Quintin Fields,Francisco Nguyen,1.6
63093,Joshua Morris,Nancy Longoria,32.8
63094,Lyman Leiby,Mary Huro,7.5
63095,Alvin Runk,Victor Francis,8.8
63096,Erin Evans,Jorge Talbot,6.8
63097,Maria Schappert,Laura Cochran,46.9
63098,Troy Cervantes,Ruthann Tarrant,7.5
63099,Mable Moldenhauer,Janet Martin,1.5
63100,Amber Hicks,David Ryan,8.3
63101,Candace Lee,Walter Elkins,48.6
63102,Luciana Vicars,Ron Mckinney,7.9
63103,Derek Eaton,Carl Sollars,2.4
63104,Wayne Williams,Louise Kocher,3.5
63105,Michael Moore,Mary Wilson,0.1
63106,Thomas Vargas,Devon Laster,7.7
63107,Roxanne Bulfer,Laurette Iles,323.2
63108,Kim Sprague,Tia Moldenhauer,0.1
63109,Margaret Massey,Faye Obrien,58.6
63110,James Poindexter,Michael Wilkinson,1.9
63111,Janice Dumlao,Randall Bean,86.1
63112,David Cross,Lavina Blankenship,0.1
63113,Rodrigo Jones,Alexander Flynn,0.1
63114,Barbara Kennedy,Aaron Young,3.3
63115,Michael Cross,Troy Cervantes,1.5
63116,Harry Sutton,Joan Kelly,13.2
63117,Joseph Flint,Hope Obregon,7.8
63118,Joel Turner,Joseph Davis,0.1
63119,Juan Mckenna,Tanya Henderson,4.1
63120,Anna Austin,Anthony Dube,3.8
63121,Jillian Wright,Robin Shelton,8.1
63122,Billy Bozell,Erin Dawkins,6.1
63123,William Sim,Lavina Blankenship,0.1
63124,Jennifer Sharp,Ian Shiver,0.1
63125,Billy Mercado,Annie Ammons,8.5
63126,Joseph Davis,Michael Plank,295.8
63127,Marian Vasmadjides,Connie Gibson,0.9
63128,Jonathan Mccombs,Kevin Blackmon,172.5
63129,Carol West,Joseph Tillery,7.9
63130,Kendall Hall,Roger Thomas,16.5
63131,Cassandra Fuhrman,Lily Bergeson,2.7
63132,Mike Penn,Ramona Hansen,1.2
63133,Robert Madonia,Rachael Shumate,0.3
63134,Emilia Price,Ada Mervis,5.1
63135,Rachael Shumate,Barbara Kennedy,2.1
63136,Jose Smith,Jerry Upchurch,5.8
63137,Daniel Mosher,Gary Weston,1.9
63138,James Asher,Teresa Anderson,6.0
63139,Jacquelyn Bowers,Lewis Cox,0.1
63140,James Bailey,Walter Huddleston,5.6
63141,Philomena Davison,Howard Randall,0.2
63142,Hobert Ventura,John Booker,2.4
63143,Chas Ochs,Joseph Hood,0.7
63144,James Harris,Ann Howell,1.6
63145,Tammy Spiess,Pearl Metzger,0.6
63146,Johnathan Clark,Clyde Garmon,0.4
63147,John Fahey,Francis Mendez,0.8
63148,Daniel Charles,Richard Ortiz,5.2
63149,Josephine Dodson,Stephen Nettles,3.4
63150,Sonia Snedegar,Grace Jones,8.4
63151,Nia Green,Constance Wells,48.5
63152,Christopher Milla,Elaine Taylor,0.6
63153,Ed Saenz,Jennifer Farrar,8.7
63154,Claudia Gratz,Mary Glickman,1.8
63155,Michael Kilman,Rodrick Moore,48.0
63156,Vicki Dawkins,Seema Jensen,87.9
63157,Aurelio Schmidt,Viola Ake,0.1
63158,Edward Moseley,Joseph Tyler,7.7
63159,Jesse Leonard,Walter Keller,9.3
63160,Dustin Winn,Wanda Mcgary,1.7
63161,David Jackson,Pearl Metzger,6.3
63162,David Miller,Kristin Hodges,0.7
63163,Irma Copeland,Charles Rousseau,7.1
63164,Anna Gaub,Michael Moore,0.2
63165,Linda Scruggs,Christian Fannell,97.4
63166,Edward Moseley,Edwin Araujo,30.0
63167,Emily Seneca,Peter Castillo,12.8
63168,Donna Fortin,James Bailey,0.3
63169,Amber Hicks,Clarence Wooten,9.6
63170,Martha Robles,Michael Crouse,1.2
63171,Ronald Herriman,Hobert Ventura,32.253
63172,Donald Darley,Rodrigo Jones,15.88
63173,Jeffery Turner,Harry Sutton,12.689
63174,Joan Joyce,Terry Smith,96.1
63175,Noreen Robinson,Joseph Green,2.1
63176,Paul Kirkland,Jennifer Caldon,7.0
63177,Martha Robles,Margaret Matsuda,1.6
63178,Melanie Ellison,Derek Fisher,0.2
63179,Cynthia Johnson,Terri Carson,0.1
63180,Nick Leiva,Theodore Lewin,3.2
63181,Raymond Lewis,Kathleen Carter,2.2
63182,Kevin Blackmon,Adam Samaroo,1.1
63183,Ann Howell,Tara Hudson,101.9
63184,Juan Bowen,James Simms,184.5
63185,Pamela Quist,Mary Thompson,1.3
63186,Tatiana Broyles,Julia Segura,1.5
63187,Donna Lemelin,Maurice Hendrie,1.4
63188,Walter Huddleston,Donald Irwin,0.5
63189,Maria Reny,Michael Jones,1.9
63190,Thomas Seay,Richard Oliver,3.2
63191,Milagros Burroughs,Ryan Walter,98.5
63192,Faye Obrien,Donna Rhodes,91.5
63193,German West,Emmett Anderson,3.3
63194,Stanley Matthews,Kevin Nixon,4.2
63195,Lawanda West,Sharon Cleckler,43.5
63196,Charles Yap,Leora Warmack,11.3
63197,Billy Mccarrel,Mike Jamison,40.1
63198,Suzanne Hines,Ronald Wright,1.8
63199,David Cobb,Terry Abner,47.801
63200,Peggy Kurtz,Joseph Tillery,4.3
63201,Maurice Hendrie,Ashley Cook,69.5
63202,Bertha Samuelson,Donna Stallings,0.1
63203,Carol Spachtholz,Lucrecia Ellis,11.839
63204,Pamela Quist,Maxine Perza,9.0
63205,Kendall Hall,Marshall Canpos,0.5
63206,Stephen Faust,Landon Lindsey,0.4
63207,Anna Austin,Michael Rutledge,0.2
63208,Anthony Barajas,Keith Jones,77.2
63209,Laura Olson,Robin Shelton,3.1
63210,Linda Bledsoe,Roxanne Bulfer,2.2
63211,Mark Jeffries,Betty Duncan,120.9
63212,Michael Patrick,David Brochu,7.4
63213,Mack Clawson,Vickie Johnson,0.1
63214,Marcus Nolan,Milagros Burroughs,1.4
63215,Dwayne Shafer,Stephen Nettles,0.6
63216,Anita Donahue,Inez Pam,186.2
63217,Warren Cunningham,Mimi Filion,0.8
63218,Beth Forbes,Daniel Charles,3.9
63219,Madeline Green,Angelique Holman,321.7
63220,Thomas Whitney,Angelique Holman,9.9
63221,Delpha Stanley,Susan Walker,94.08099999999999
63222,Sandra Fisher,Rebecca Heminger,39.0
63223,Paula Lagarde,Jamie Reinwald,2.9
63224,William Lovelace,Frederick Pease,1.5
63225,Aurelio Schmidt,Vickie Johnson,0.1
63226,Richard Linton,Robert Sporle,7.1
63227,Sally Oneill,Debbie Reynolds,8.6
63228,Rolf Neale,Adrian Evans,22.6
63229,Theodore Thomas,Michele Cannon,3.2
63230,Amanda Harr,Kenneth Ballance,6.3
63231,Gayle Devine,Erich Gaines,13.830000000000002
63232,Kimberly Stone,Petra Ingram,0.2
63233,Richelle Willis,Marian Vasmadjides,3.6
63234,Debra Hulbert,Elizabeth Brown,1.7
63235,Diane Mcbride,Shannon Cox,3.1
63236,Aaron Young,David Jackson,8.7
63237,Melissa Batters,Rebecca Trogdon,29.4
63238,Carl Anderson,Lee Morse,414.6
63239,Larry Sharp,Lai Gardner,22.1
63240,Dustin Winn,James Green,52.7
63241,Tim Zorn,Wanda Jones,0.1
63242,David Eike,Amy Dixon,82.5
63243,Diane Fisher,Mary Clark,825.2
63244,Tony Voeks,Elizabeth Brown,507.5
63245,Milton Carrillo,Robert Sporle,8.2
63246,Sharon Greene,Belinda Jones,0.2
63247,Mark Williams,Margaret Quintero,0.1
63248,Alan Enos,Marie Brown,40.56
63249,Lou Price,Devon Laster,5.7
63250,William Rogers,Alicia Martin,3.2
63251,Marie Simons,Elizabeth Anderson,32.023
63252,David Ryan,April Murry,300.8
63253,Angela Thomas,James Duran,2.6
63254,Susan Walker,Grace Jones,0.4
63255,Michael Stickfort,Kent Vincent,264.7
63256,Seth Bruni,Carlos Fields,59.9
63257,Henry Noah,Billy Mccarrel,0.6
63258,Michael Edwards,Helen Castrejon,6.1
63259,Sarah Rodriguez,Derek Eaton,7.5
63260,John Shotwell,Faye Obrien,5.1
63261,Linda Scruggs,Rita Conway,3.0
63262,Mary Huro,Sarah Norton,51.386
63263,Alicia Maier,John Thomas,94.7
63264,Grace Mendez,Elizabeth Anderson,5.5
63265,Ruby Gomez,Jacquelyn Bowers,3.5
63266,Charles Yap,Erin Evans,7.6
63267,Philomena Davison,Tony Voeks,806.5
63268,Francis Mendez,Judith Billings,6.0
63269,Annie Quick,Michael Edwards,5.3
63270,Paula Cook,Joseph Hood,21.490000000000002
63271,Becky Armstrong,Angela Campbell,3.8
63272,Hobert Ventura,Christopher Gilliam,10.5
63273,Audrey Hall,Amanda Levings,3.7
63274,Suzette Marston,Jesus Klein,0.8
63275,Walter Cathey,Doris Sampson,96.0
63276,Bernice Davis,Derek Herrera,0.1
63277,David Johnston,Janice Dumlao,5.5
63278,Janis Moree,Adeline Fullwood,1.6
63279,Rebecca Johnson,Irma Copeland,0.7
63280,Amy Barkley,Emmett Greathouse,175.9
63281,Teresa Milne,Nellie Mason,178.8
63282,Glenn Ross,Doris Sampson,5.4
63283,Isaac Raio,Leroy Garcia,8.2
63284,Thomas Melito,Mary Thompson,13.809999999999999
63285,George Grant,Steve Blackford,1.8
63286,Rolf Neale,Tammy Spiess,0.1
63287,William Carnes,Melissa Richards,12.4
63288,Jane Liriano,Robert Venegas,173.7
63289,Lisa Weaver,Marguerite Roe,0.1
63290,Gary Wooley,Jose Patterson,6.3
63291,Samantha Reyes,Blaine Thomas,8.8
63292,Rolf Neale,Thomas Miller,1.4
63293,Lucrecia Ellis,Cindy Martin,1.1
63294,Rita Conway,Leora Warmack,1.1
63295,Brandon Batiste,Bertha Samuelson,4.9
63296,Christopher Hyatt,Patricia Huey,6.9
63297,Michael Edwards,Grace Williams,0.3
63298,Warren Cunningham,Michael Navarro,7.6
63299,Vincent Witcher,James Jarrett,12.5
63300,Kathryn Hanlon,Randal Sullivan,168.3
63301,Daniel Charles,Derek Eaton,0.1
63302,Carlos Harting,Don Reed,7.3
63303,Virginia Moss,Elizabeth Mcguffee,0.8
63304,Pamela Begay,Jennifer Mcafee,9.3
63305,John Shotwell,Alicia Maier,3.5
63306,Christopher Gilliam,Marcus Nolan,0.1
63307,Roxy Burdock,Anna Gaub,0.1
63308,Michael Cross,Mildred Lo,99.0
63309,Anastasia Proctor,Sandra Dillingham,1.7
63310,April Broten,Kitty Cleek,49.8
63311,Petra Ingram,Frank Mercedes,0.5
63312,Reginald Eatmon,German West,299.5
63313,Anthony Dube,Cherie Taylor,100.0
63314,Rebecca Sheneman,Darrel Whitmer,0.5
63315,Jean Goldfarb,Kina Miller,5.0
63316,Jean Goldfarb,William Marlowe,0.9
63317,Ronald Turnbull,John Shotwell,2.3
63318,Christian Fannell,Julie Livingston,1.4
63319,Katherine Hamilton,Ramona Hansen,3.1
63320,Sandra Maas,Raymond Walker,42.9
63321,Alan Enos,Gary Wooley,273.2
63322,Thomas Seay,Teresa Evans,6.7
63323,Ralph Ellis,Amber Hicks,5.2
63324,David Hendrickson,Dorthy Kirtner,0.9
63325,Tracy Ramirez,Richelle Willis,39.6
63326,Barbara Aguilar,Donna Rhodes,8.5
63327,Jennifer Caldon,Joshua Morris,14.746
63328,Karen Stoker,Rita Thornton,4.0
63329,Mary Keister,William Rogers,76.2
63330,Dolores Roy,Carol Sellner,100.9
63331,Jennifer Alley,Donald Ott,3.9
63332,Eric Chou,Jimmy Lopez,8.4
63333,Larry Minyard,Suzanne Hines,8.9
63334,Chas Ochs,Susan Cha,0.2
63335,Adam Crum,Sandra Maas,63.0
63336,German West,Royal Manciel,21.7
63337,Lisa Rodriguez,Amy Brown,0.8
63338,Inez Pam,Tia Moldenhauer,75.529
63339,Robert Jones,Rita Ray,8.5
63340,April Broten,Linda Scruggs,0.2
63341,Stephen Moss,Johnny Atwood,85.2
63342,Walter Cathey,Connie Smith,0.2
63343,Seth Bruni,Debra Blank,6.2
63344,Lucy Jeffcoat,Robert Bull,0.5
63345,Derrick Tripp,Allan Strain,611.7
63346,Virginia Earvin,Josefina Lucas,390.9
63347,Chas Ochs,Amber Rogers,5.6
63348,Alicia Maier,Michael Patrick,24.9
63349,James Suiter,Earle Johnson,0.6
63350,Angelica Patterson,Delana Adkins,4.5
63351,Victor Ouellette,Leora Warmack,2.0
63352,Shirley Mccombs,Jason Mumaw,8.5
63353,Christopher Hyatt,Belinda Jones,9.4
63354,Kenneth Abreu,Susan Walker,4.1
